ID,V8,V9,V10,Q1,Q2_1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q12_1_Group,Q12_2_Group,Q12_3_Group,Q12_4_Group,Q12_5_Group,Q12_6_Group,Q12_7_Group,Q12_8_Group,Q12_9_Group,Q12_10_Group,Q12_11_Group,Q12_12_Group,Q12_13_Group,Q12_14_Group,Q12_15_Group,Q12_23_Group,Q12_16_Group,Q12_17_Group,Q12_18_Group,Q12_19_Group,Q12_20_Group,Q12_21_Group,Q12_22_Group
1676788,2011-05-16 15:52:00,2011-05-16 16:01:02,1,1,100,1,NA,1,1,NA,1,NA,NA,2,2,0,1,2,2,1,2,2,1,1,2,1,1,0,2,1,2,1,0,2,1,2
1252395,2011-05-16 15:54:14,2011-05-16 16:02:00,1,1,95,1,NA,NA,1,NA,1,NA,NA,1,0,0,0,1,1,1,1,2,1,0,1,0,2,0,1,1,0,0,0,0,1,0
1110964,2011-05-16 15:02:06,2011-05-16 16:04:06,1,1,100,1,NA,1,NA,NA,NA,NA,NA,0,1,0,1,2,2,0,1,2,1,1,0,1,2,0,2,1,2,0,1,1,0,0
1621834,2011-05-16 15:58:58,2011-05-16 16:04:13,1,1,100,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA
40469,2011-05-16 15:48:07,2011-05-16 16:04:51,1,1,100,NA,1,1,NA,NA,1,NA,NA,1,2,2,0,2,1,2,1,1,1,1,1,0,1,1,2,1,0,0,1,2,0,2
201798,2011-05-16 15:45:27,2011-05-16 16:05:23,1,1,100,1,1,1,NA,1,1,NA,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,0,1,1,1,1,0,1
1243458,2011-05-16 15:53:27,2011-05-16 16:07:05,1,1,100,1,1,1,NA,1,NA,1,NA,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1
1206812,2011-05-16 15:53:37,2011-05-16 16:08:53,1,1,100,1,1,1,NA,NA,1,NA,NA,2,1,1,1,2,2,2,2,2,2,2,2,2,2,0,1,2,2,0,0,0,2,2
1271667,2011-05-16 15:59:58,2011-05-16 16:09:38,1,1,100,1,1,NA,NA,1,1,1,1,1,0,0,1,0,2,2,2,1,0,1,2,0,0,0,0,2,2,0,0,0,1,0
668870,2011-05-16 15:58:31,2011-05-16 16:10:29,1,1,100,1,NA,NA,NA,NA,1,NA,NA,2,1,0,0,1,2,2,2,0,2,2,2,1,2,1,0,1,0,0,1,1,1,1
1003152,2011-05-16 15:59:10,2011-05-16 16:10:55,1,1,92,1,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,1,2,1,1,2,2,2,1,1,2,2,2,2,0,0,0,1,1,1
675138,2011-05-16 16:03:15,2011-05-16 16:11:17,1,1,81,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,2,0,1,0,1,0,1,2,1,0,1,1,2,1,0,1,1,2
656029,2011-05-16 15:57:43,2011-05-16 16:13:38,1,1,91,1,1,1,1,NA,NA,1,NA,2,2,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,NA,0,2
1220761,2011-05-16 16:04:10,2011-05-16 16:14:19,1,1,100,1,1,NA,NA,1,1,1,NA,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,1,2,0,2
529628,2011-05-16 16:09:00,2011-05-16 16:15:51,1,1,100,1,1,1,NA,1,NA,NA,NA,2,2,1,2,2,2,2,2,2,1,2,2,0,2,0,2,2,0,0,0,2,1,2
1097546,2011-05-16 16:06:56,2011-05-16 16:16:32,1,1,91,NA,1,1,NA,NA,NA,1,NA,1,1,2,1,2,2,1,2,1,0,0,0,1,2,0,1,1,1,1,1,0,1,0
605002,2011-05-16 15:37:55,2011-05-16 16:20:15,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
588137,2011-05-16 16:11:02,2011-05-16 16:21:25,1,1,100,1,NA,NA,NA,NA,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2
1234113,2011-05-16 16:13:42,2011-05-16 16:22:08,1,1,100,NA,1,1,NA,1,1,NA,NA,1,2,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1091488,2011-05-16 16:15:33,2011-05-16 16:24:46,1,1,100,1,1,1,1,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,2,2,2,0,2,1,1,2,0,1,0,1,1,2
473223,2011-05-16 16:13:02,2011-05-16 16:24:55,1,1,100,NA,1,1,NA,1,1,NA,NA,0,2,2,2,2,1,2,0,1,2,1,0,0,2,2,1,0,0,2,2,2,1,2
555173,2011-05-16 16:08:19,2011-05-16 16:26:35,1,1,100,1,1,1,NA,NA,1,1,1,2,2,1,1,1,2,1,2,2,1,2,0,1,2,1,2,1,2,0,0,2,0,2
1084779,2011-05-16 16:18:46,2011-05-16 16:27:01,1,1,85,1,NA,1,1,NA,1,NA,NA,2,1,0,0,2,2,1,2,2,1,1,0,0,2,1,1,0,0,0,0,2,1,2
1616858,2011-05-16 16:15:28,2011-05-16 16:27:20,1,1,100,1,1,1,NA,1,NA,1,NA,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,0,2,2,2,2,1,2
1267156,2011-05-16 16:15:01,2011-05-16 16:29:23,1,1,93,NA,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,1,1,NA,NA,1,NA,1,1,1,NA,NA,0,0,NA,1
1265111,2011-05-16 16:22:10,2011-05-16 16:31:13,1,1,100,1,NA,NA,NA,1,1,NA,NA,1,1,0,1,1,2,1,2,2,0,1,2,2,2,2,2,1,1,0,0,1,0,1
246961,2011-05-16 16:23:09,2011-05-16 16:31:30,1,1,90,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,2,2,1,1,2,2,1,2,0,0,1,1,0,0,0,0,0
1178882,2011-05-16 16:17:22,2011-05-16 16:31:57,1,1,99,1,1,1,NA,1,NA,1,1,0,0,0,0,1,1,1,2,1,1,2,0,0,1,1,1,1,1,1,0,0,1,1
108210,2011-05-16 16:09:44,2011-05-16 16:31:58,1,1,100,NA,1,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,1,0,2,0,0,1,0,2,1,1,1,0,0,2,2,1,2
1248461,2011-05-16 16:23:59,2011-05-16 16:33:06,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,2,1,2,2,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1
1237166,2011-05-16 16:06:05,2011-05-16 16:33:50,1,1,100,1,1,1,NA,NA,NA,1,NA,0,0,1,0,1,2,1,2,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0
1619955,2011-05-16 16:24:58,2011-05-16 16:35:47,1,1,100,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
988451,2011-05-16 16:25:25,2011-05-16 16:37:14,1,1,40,1,1,1,NA,NA,NA,NA,NA,1,2,0,1,0,1,1,2,1,0,1,0,2,1,2,2,0,0,0,0,2,0,2
1261272,2011-05-16 16:24:46,2011-05-16 16:39:50,1,1,50,1,NA,NA,NA,1,1,NA,NA,0,1,2,0,2,2,0,1,2,0,1,1,1,1,2,2,0,1,0,0,1,0,1
1250659,2011-05-16 14:22:27,2011-05-16 16:40:43,1,1,82,1,1,NA,NA,1,NA,1,NA,1,0,0,0,0,1,1,2,2,0,2,2,0,2,0,0,1,1,1,2,2,0,1
1087541,2011-05-16 16:25:52,2011-05-16 16:41:23,1,1,100,1,1,NA,NA,1,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2
85723,2011-05-16 16:26:44,2011-05-16 16:41:33,1,1,92,1,1,1,NA,1,1,1,NA,1,2,1,0,1,1,1,2,0,0,1,1,0,0,0,1,1,0,0,0,2,1,2
1262345,2011-05-16 16:31:50,2011-05-16 16:44:39,1,1,100,1,1,1,1,NA,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,1,1,NA,NA,NA
1601577,2011-05-16 16:34:17,2011-05-16 16:47:52,1,1,97,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,0,NA,2,NA,NA,NA,NA,1,0,2,NA,1,0,NA,NA,NA,0,NA,NA,NA
1670011,2011-05-16 16:40:59,2011-05-16 16:50:15,1,1,95,1,1,NA,1,NA,1,1,1,2,2,0,1,2,2,1,2,2,1,1,1,0,2,0,2,2,0,0,0,1,0,2
1239706,2011-05-16 16:39:07,2011-05-16 16:50:57,1,1,81,1,1,1,NA,NA,1,NA,NA,2,2,1,0,2,2,2,2,2,1,1,1,1,2,1,1,0,2,0,0,1,0,2
376605,2011-05-16 16:39:56,2011-05-16 16:51:31,1,1,100,1,1,1,NA,1,1,1,1,1,2,1,0,2,1,1,1,2,2,1,0,2,2,0,2,1,2,1,0,2,0,2
1100437,2011-05-16 16:35:36,2011-05-16 16:51:32,1,1,33,1,1,1,1,1,NA,1,NA,2,2,0,0,2,2,2,2,2,2,2,1,2,0,1,2,2,2,1,1,2,1,2
1236306,2011-05-16 16:19:13,2011-05-16 16:51:36,1,1,100,1,1,1,1,1,1,1,1,0,NA,0,NA,0,NA,0,NA,2,1,NA,0,1,NA,0,NA,NA,NA,0,NA,NA,NA,NA
206153,2011-05-16 16:40:00,2011-05-16 16:52:37,1,1,100,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232219,2011-05-16 16:37:17,2011-05-16 16:53:10,1,1,75,1,1,NA,NA,NA,1,1,NA,1,2,1,0,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,0,1,0,2
1097995,2011-05-16 16:36:29,2011-05-16 16:53:45,1,1,91,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,NA,1,NA,0,1,2,1,0,NA,1,NA,NA
1621679,2011-05-16 16:37:27,2011-05-16 16:54:08,1,1,81,1,1,1,1,1,NA,1,NA,1,1,1,1,2,2,2,1,0,2,0,0,1,2,1,0,0,0,1,1,1,0,1
374009,2011-05-16 16:13:29,2011-05-16 16:54:27,1,1,100,1,NA,NA,NA,NA,1,1,NA,2,2,0,0,2,1,2,0,1,0,1,0,1,2,1,2,0,0,0,0,1,1,0
480859,2011-05-16 16:43:27,2011-05-16 16:55:21,1,1,71,NA,1,1,NA,NA,NA,NA,NA,1,1,0,1,1,2,1,2,1,1,1,2,2,2,0,0,2,1,0,0,0,0,0
1267714,2011-05-16 16:36:05,2011-05-16 16:56:03,1,1,99,1,1,1,NA,1,1,1,1,2,NA,0,0,2,2,1,NA,2,2,NA,NA,1,NA,1,0,NA,1,NA,1,NA,NA,2
1259821,2011-05-16 16:41:20,2011-05-16 16:56:39,1,1,93,1,1,1,1,1,1,NA,NA,1,1,0,0,2,2,2,2,2,2,1,2,0,2,1,2,1,1,1,1,1,1,2
1235888,2011-05-16 16:48:30,2011-05-16 16:59:49,1,1,100,1,NA,1,NA,1,NA,NA,NA,0,2,0,0,2,2,1,0,0,2,0,1,0,2,0,1,0,2,2,0,2,1,2
631272,2011-05-16 16:54:30,2011-05-16 17:03:36,1,1,76,1,1,NA,1,NA,NA,NA,NA,1,2,2,1,0,2,0,1,1,2,1,1,2,2,0,2,2,1,1,0,0,0,1
898476,2011-05-16 16:49:37,2011-05-16 17:03:38,1,1,100,1,NA,NA,NA,NA,1,1,1,1,1,0,0,2,2,2,2,1,1,2,1,0,2,0,1,0,2,1,1,1,0,2
1122700,2011-05-16 16:41:41,2011-05-16 17:03:58,1,1,99,1,1,NA,NA,1,1,NA,NA,1,2,0,0,1,2,2,2,1,2,1,1,0,2,1,1,2,0,0,0,0,2,2
1621679,2011-05-16 16:54:24,2011-05-16 17:04:19,1,1,79,1,1,1,1,1,NA,1,NA,1,1,1,1,2,2,2,2,0,1,0,0,0,2,1,0,0,0,1,1,1,0,0
686187,2011-05-16 16:48:49,2011-05-16 17:04:25,1,1,100,1,1,1,NA,NA,1,1,NA,1,1,0,0,1,1,2,0,2,0,2,2,0,2,0,0,1,1,1,2,2,1,1
1248805,2011-05-16 16:53:28,2011-05-16 17:08:21,1,1,100,1,1,1,NA,1,NA,1,NA,0,1,0,0,2,2,2,2,2,1,1,1,0,2,0,1,1,0,0,0,0,1,1
1243602,2011-05-16 16:59:14,2011-05-16 17:08:46,1,1,50,1,1,NA,NA,1,NA,NA,NA,1,1,1,0,2,2,2,2,2,1,0,1,1,1,1,0,2,1,2,0,1,1,1
605883,2011-05-16 17:06:55,2011-05-16 17:17:26,1,1,100,1,1,1,1,1,1,NA,1,1,2,2,2,0,1,1,1,2,1,0,0,1,1,2,2,1,1,2,0,2,0,2
1037229,2011-05-16 17:02:30,2011-05-16 17:17:32,1,1,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA
610274,2011-05-16 17:11:57,2011-05-16 17:23:25,1,1,100,1,NA,NA,1,1,NA,NA,NA,1,2,0,0,1,2,2,1,2,1,0,1,0,1,0,2,2,0,0,1,2,2,2
1269198,2011-05-16 17:11:49,2011-05-16 17:23:49,1,1,100,1,1,1,NA,1,1,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,1,2,NA,0,NA
995568,2011-05-16 17:18:01,2011-05-16 17:32:55,1,1,100,1,NA,NA,NA,NA,NA,1,NA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1210923,2011-05-16 17:20:41,2011-05-16 17:33:04,1,1,100,1,1,1,NA,NA,1,NA,NA,1,2,1,2,1,2,1,2,1,0,2,2,1,2,2,2,1,2,2,2,2,0,0
565610,2011-05-16 17:23:53,2011-05-16 17:33:05,1,1,58,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA
696956,2011-05-16 17:21:59,2011-05-16 17:33:38,1,1,100,1,1,1,NA,NA,1,NA,NA,1,0,0,0,2,2,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
917244,2011-05-16 17:22:19,2011-05-16 17:36:21,1,1,100,1,1,NA,NA,NA,1,NA,NA,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,0,2,2,2,2,2,2
1203725,2011-05-16 17:16:41,2011-05-16 17:36:56,1,1,100,1,NA,NA,NA,1,1,NA,NA,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1
1264124,2011-05-16 17:22:04,2011-05-16 17:37:03,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,2,2,0,1,0,0,2,0,0,2,2,2,1,1,0,2
1677179,2011-05-16 17:10:18,2011-05-16 17:37:07,1,1,100,1,1,1,NA,1,1,1,NA,1,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
1276660,2011-05-16 17:23:37,2011-05-16 17:37:59,1,1,100,1,NA,NA,NA,1,NA,1,NA,1,2,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,2,1,1
629162,2011-05-16 17:28:38,2011-05-16 17:39:27,1,1,91,1,1,1,NA,NA,1,NA,NA,1,2,2,0,1,2,1,1,2,1,2,2,2,2,2,1,1,1,0,0,0,0,1
851721,2011-05-16 17:30:06,2011-05-16 17:40:16,1,1,100,NA,NA,1,NA,1,NA,NA,NA,2,1,2,1,1,2,1,2,0,2,1,1,1,2,0,0,2,0,1,0,1,1,1
1122309,2011-05-16 17:27:17,2011-05-16 17:41:50,1,1,50,1,1,NA,NA,NA,1,1,1,0,2,1,0,1,1,0,1,1,2,2,0,2,2,0,0,2,2,0,0,2,1,2
1121125,2011-05-16 17:35:44,2011-05-16 17:44:51,1,1,100,1,1,1,1,1,1,1,NA,0,2,0,1,1,2,2,2,1,1,0,0,0,2,1,1,1,0,0,1,2,0,2
1271170,2011-05-16 17:35:59,2011-05-16 17:46:21,1,1,100,1,1,1,1,NA,NA,NA,NA,1,0,2,2,1,1,1,1,0,0,1,0,2,1,2,0,0,1,0,0,0,0,0
1247643,2011-05-16 17:39:12,2011-05-16 17:46:29,1,1,100,1,1,1,NA,NA,1,NA,NA,0,2,1,1,0,1,0,1,0,2,2,2,2,2,1,1,1,1,0,0,0,1,2
669347,2011-05-16 17:36:33,2011-05-16 17:46:48,1,1,100,1,1,NA,NA,NA,1,1,1,2,2,0,1,2,2,1,2,2,2,0,2,1,2,0,1,1,1,0,0,1,1,2
98951,2011-05-16 17:40:40,2011-05-16 17:48:05,1,1,100,NA,1,1,NA,NA,NA,NA,NA,2,2,0,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,0,1,2,2
784628,2011-05-16 17:37:14,2011-05-16 17:53:45,1,1,95,1,1,NA,NA,NA,NA,NA,NA,2,1,0,0,2,2,1,2,2,1,1,0,0,1,0,0,0,1,0,0,0,1,1
1263912,2011-05-16 17:41:14,2011-05-16 17:54:51,1,1,100,NA,1,1,NA,1,NA,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
717005,2011-05-16 17:47:07,2011-05-16 17:56:33,1,1,100,NA,1,1,1,1,NA,NA,NA,2,1,0,0,2,2,2,2,0,2,2,2,2,2,0,0,1,1,1,0,1,1,1
794106,2011-05-16 17:41:27,2011-05-16 17:57:32,1,1,98,NA,1,NA,NA,1,NA,1,NA,2,0,1,0,2,2,2,2,2,2,1,1,0,2,0,1,2,1,0,0,0,2,2
1261910,2011-05-16 17:45:29,2011-05-16 18:00:38,1,1,100,1,NA,NA,NA,NA,1,1,1,0,0,2,1,2,1,2,1,1,2,2,2,1,2,1,1,0,1,1,1,1,2,2
640942,2011-05-16 17:54:50,2011-05-16 18:02:36,1,1,100,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,0,2,1,1,1,2,2,0,0,0,0,2,2,0,1
1619575,2011-05-16 17:50:55,2011-05-16 18:04:13,1,1,18,1,NA,NA,NA,1,NA,NA,1,1,1,0,0,1,2,2,2,1,2,1,1,2,2,1,1,2,0,0,1,2,1,2
1257335,2011-05-16 17:59:14,2011-05-16 18:11:15,1,1,99,1,1,NA,NA,NA,1,1,1,0,2,2,0,2,2,0,0,2,2,2,1,1,2,1,1,0,1,1,0,2,0,2
988183,2011-05-16 18:03:10,2011-05-16 18:11:47,1,1,90,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,NA
401365,2011-05-16 18:01:34,2011-05-16 18:12:47,1,1,100,1,NA,NA,1,1,NA,NA,NA,0,1,0,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1
1262680,2011-05-16 17:57:36,2011-05-16 18:13:17,1,1,100,1,1,1,1,1,1,1,1,2,2,0,0,2,2,2,2,2,2,1,1,0,2,0,2,0,0,0,1,1,0,2
1596034,2011-05-16 17:52:33,2011-05-16 18:15:12,1,1,100,1,1,1,NA,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2
981009,2011-05-16 18:05:35,2011-05-16 18:16:03,1,1,100,NA,1,1,1,NA,NA,NA,NA,2,2,2,0,1,2,2,2,2,1,0,2,0,2,1,1,1,2,0,0,1,0,1
984380,2011-05-16 17:58:24,2011-05-16 18:16:12,1,1,100,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,1,NA,1,NA
608445,2011-05-16 18:09:28,2011-05-16 18:20:08,1,1,100,1,1,1,1,NA,NA,1,1,1,0,2,0,2,1,2,1,0,1,1,2,0,2,2,2,2,0,0,1,1,0,0
1190126,2011-05-16 17:56:17,2011-05-16 18:24:04,1,1,71,1,NA,NA,NA,1,1,1,1,1,1,1,0,0,2,0,2,0,1,1,1,1,2,1,1,1,2,2,0,0,1,0
1286073,2011-05-16 18:16:10,2011-05-16 18:24:47,1,1,86,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,0,0,0,1,1,2,0,0,2,2,0,0,1,1,0
1088268,2011-05-16 18:14:34,2011-05-16 18:27:33,1,1,100,1,1,1,NA,1,NA,NA,NA,0,2,1,0,2,2,2,2,2,1,1,1,2,2,1,1,0,0,0,0,1,0,1
1227665,2011-05-16 18:15:21,2011-05-16 18:29:20,1,1,100,1,1,NA,1,1,1,NA,NA,1,1,0,0,NA,NA,NA,1,0,NA,1,1,0,2,NA,1,NA,1,0,NA,NA,1,NA
764884,2011-05-16 14:07:59,2011-05-16 18:33:14,1,1,100,1,1,1,NA,1,1,1,NA,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,0,2,2,1,2,0,2
1622857,2011-05-16 18:28:24,2011-05-16 18:36:31,1,1,100,1,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,2,1,2,2,2,2,1,1,2,0,0,2,1,0,0,0,2,1
1257275,2011-05-16 18:13:03,2011-05-16 18:36:49,1,1,100,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
306108,2011-05-16 18:20:12,2011-05-16 18:37:01,1,1,76,1,1,NA,NA,NA,1,NA,1,1,1,1,1,0,1,0,2,2,0,0,2,1,0,1,1,1,2,2,2,0,0,1
628670,2011-05-16 18:29:47,2011-05-16 18:38:42,1,1,81,1,1,1,1,1,NA,1,NA,1,NA,1,0,NA,NA,NA,NA,1,2,NA,0,1,1,0,0,2,0,1,0,2,0,2
1080165,2011-05-16 18:27:33,2011-05-16 18:42:42,1,1,75,1,1,1,NA,NA,1,1,1,1,2,0,1,2,1,0,1,0,0,2,0,0,2,0,0,0,2,0,0,1,0,2
874639,2011-05-16 18:20:27,2011-05-16 18:44:17,1,1,95,1,1,1,1,1,1,1,1,0,2,0,0,1,0,1,2,2,0,1,1,1,2,0,1,1,0,1,0,2,0,2
628954,2011-05-16 18:31:49,2011-05-16 18:45:48,1,1,100,1,1,1,1,1,NA,NA,NA,2,0,0,0,2,2,1,1,0,1,1,0,0,2,0,0,2,1,0,0,0,2,1
596519,2011-05-16 18:35:11,2011-05-16 18:48:11,1,1,98,1,1,1,1,1,1,NA,NA,0,1,0,1,2,1,1,0,1,0,0,0,1,0,2,1,0,1,0,0,1,0,1
718154,2011-05-16 18:26:16,2011-05-16 18:48:20,1,1,100,1,1,1,NA,1,1,1,NA,1,1,1,0,2,0,2,1,2,1,1,0,0,1,2,1,0,0,0,1,1,1,1
1249410,2011-05-16 18:37:41,2011-05-16 18:51:08,1,1,91,1,1,1,1,1,1,1,NA,1,2,0,0,2,2,1,1,2,1,1,1,1,2,0,0,1,1,0,0,2,1,2
1278805,2011-05-16 18:34:15,2011-05-16 18:52:02,1,1,100,1,1,1,1,1,1,1,NA,1,1,2,0,1,1,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1068593,2011-05-16 18:43:04,2011-05-16 18:52:30,1,1,100,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,2,2,NA,NA
1271658,2011-05-16 18:37:36,2011-05-16 18:52:30,1,1,100,1,1,1,NA,1,NA,NA,NA,0,2,2,1,1,2,2,1,2,0,1,1,1,0,2,1,0,1,0,0,2,0,2
1246769,2011-05-16 18:35:17,2011-05-16 18:52:35,1,1,100,NA,1,1,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,1,2
353552,2011-05-16 18:39:13,2011-05-16 18:54:08,1,1,100,1,1,1,NA,1,1,1,1,NA,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,2,NA,2,0,2,NA,NA,NA,NA,NA
1234627,2011-05-16 18:46:22,2011-05-16 18:55:01,1,1,95,1,1,NA,NA,1,NA,NA,NA,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,1,2,0,2
1242543,2011-05-16 18:36:35,2011-05-16 18:55:38,1,1,100,1,1,1,NA,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,1,2,2,2
1606489,2011-05-16 18:46:27,2011-05-16 18:59:42,1,1,100,1,1,NA,NA,1,1,1,1,2,0,0,0,1,2,1,2,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1
1620732,2011-05-16 18:44:03,2011-05-16 19:00:23,1,1,100,1,NA,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
614874,2011-05-16 18:58:17,2011-05-16 19:09:17,1,1,92,NA,1,NA,1,NA,NA,NA,NA,0,2,1,0,1,1,2,0,0,1,1,2,2,1,2,0,1,1,0,0,2,1,2
1238351,2011-05-16 18:59:37,2011-05-16 19:15:30,1,1,56,NA,1,NA,1,NA,NA,NA,NA,1,2,0,1,2,2,2,2,2,0,0,2,0,0,1,2,0,1,1,1,2,0,2
728455,2011-05-16 19:01:37,2011-05-16 19:19:27,1,1,50,1,1,NA,NA,NA,1,1,1,0,0,0,0,1,1,0,0,1,2,1,0,1,1,0,1,2,1,0,0,0,0,0
1252621,2011-05-16 19:12:48,2011-05-16 19:23:49,1,1,100,1,NA,NA,NA,NA,1,1,NA,1,2,2,1,1,1,1,2,1,1,2,1,1,2,0,1,0,1,1,0,2,0,2
21117,2011-05-16 19:15:34,2011-05-16 19:27:09,1,1,100,1,1,1,NA,NA,NA,NA,NA,0,1,0,1,1,2,2,2,1,1,1,0,1,2,1,1,1,1,0,0,1,0,1
1121594,2011-05-16 19:22:08,2011-05-16 19:30:47,1,1,92,1,NA,NA,NA,1,NA,NA,NA,0,1,0,0,2,2,2,0,0,2,1,2,1,2,1,1,0,0,0,1,0,1,2
1279773,2011-05-16 19:21:23,2011-05-16 19:31:46,1,1,100,1,1,1,NA,NA,1,1,NA,0,2,0,0,1,2,2,2,2,0,0,0,2,1,2,2,2,0,0,0,2,0,2
1661680,2011-05-16 19:15:54,2011-05-16 19:32:30,1,1,50,NA,1,1,NA,NA,NA,NA,NA,1,0,0,0,0,2,2,1,0,2,2,1,1,2,0,0,2,2,1,1,1,0,0
1247045,2011-05-16 18:49:26,2011-05-16 19:33:53,1,1,100,1,1,NA,NA,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,0,1,1,1,2,1,2
1119973,2011-05-16 19:14:47,2011-05-16 19:34:24,1,1,100,1,1,1,1,1,1,1,1,1,2,0,0,0,2,1,1,1,1,1,1,0,1,0,0,1,0,0,0,2,1,2
327051,2011-05-16 19:24:07,2011-05-16 19:36:57,1,1,69,1,1,NA,NA,NA,NA,1,NA,2,1,0,0,0,1,0,1,2,1,0,0,1,2,1,2,0,1,0,0,0,0,1
647630,2011-05-16 19:26:28,2011-05-16 19:41:55,1,1,93,1,1,NA,NA,NA,NA,NA,NA,2,2,1,0,1,2,2,2,1,2,2,2,2,2,0,0,1,2,1,2,2,2,2
